day,conc,count,site,model,const,interval,format
8/26/2000,2.1,1,ID,interp,TSS,daily,conc
8/27/2000,2.1,1,ID,interp,TSS,daily,conc
8/28/2000,2.1,1,ID,interp,TSS,daily,conc
8/29/2000,2.1,1,ID,interp,TSS,daily,conc
8/30/2000,2.1,1,ID,interp,TSS,daily,conc
8/31/2000,2.1,1,ID,interp,TSS,daily,conc
9/1/2000,2.1,1,ID,interp,TSS,daily,conc
9/2/2000,2.1,1,ID,interp,TSS,daily,conc
9/3/2000,2.1,1,ID,interp,TSS,daily,conc
9/4/2000,2.1,1,ID,interp,TSS,daily,conc
9/5/2000,2.1,1,ID,interp,TSS,daily,conc
9/6/2000,2.1,1,ID,interp,TSS,daily,conc
9/7/2000,2.1,1,ID,interp,TSS,daily,conc
9/8/2000,1,1,ID,interp,TSS,daily,conc
9/9/2000,1,1,ID,interp,TSS,daily,conc
9/10/2000,1,1,ID,interp,TSS,daily,conc
9/11/2000,1,1,ID,interp,TSS,daily,conc
9/12/2000,1,1,ID,interp,TSS,daily,conc
9/13/2000,1,1,ID,interp,TSS,daily,conc
9/14/2000,1,1,ID,interp,TSS,daily,conc
9/15/2000,1,1,ID,interp,TSS,daily,conc
9/16/2000,1,1,ID,interp,TSS,daily,conc
9/17/2000,1,1,ID,interp,TSS,daily,conc
9/18/2000,1,1,ID,interp,TSS,daily,conc
9/19/2000,1,1,ID,interp,TSS,daily,conc
9/20/2000,1,1,ID,interp,TSS,daily,conc
9/21/2000,1,1,ID,interp,TSS,daily,conc
9/22/2000,1,1,ID,interp,TSS,daily,conc
9/23/2000,1,1,ID,interp,TSS,daily,conc
9/24/2000,1,1,ID,interp,TSS,daily,conc
9/25/2000,1,1,ID,interp,TSS,daily,conc
9/26/2000,1,1,ID,interp,TSS,daily,conc
9/27/2000,1,1,ID,interp,TSS,daily,conc
9/28/2000,1,1,ID,interp,TSS,daily,conc
9/29/2000,1,1,ID,interp,TSS,daily,conc
9/30/2000,1,1,ID,interp,TSS,daily,conc
10/1/2000,1,1,ID,interp,TSS,daily,conc
10/2/2000,1,1,ID,interp,TSS,daily,conc
10/3/2000,1,1,ID,interp,TSS,daily,conc
10/4/2000,1,1,ID,interp,TSS,daily,conc
10/5/2000,1,1,ID,interp,TSS,daily,conc
10/6/2000,1,1,ID,interp,TSS,daily,conc
10/7/2000,1,1,ID,interp,TSS,daily,conc
10/8/2000,1,1,ID,interp,TSS,daily,conc
10/9/2000,1,1,ID,interp,TSS,daily,conc
10/10/2000,1,1,ID,interp,TSS,daily,conc
10/11/2000,1,1,ID,interp,TSS,daily,conc
10/12/2000,1,1,ID,interp,TSS,daily,conc
10/13/2000,1.9,1,ID,interp,TSS,daily,conc
10/14/2000,1.9,1,ID,interp,TSS,daily,conc
10/15/2000,1.9,1,ID,interp,TSS,daily,conc
10/16/2000,1.9,1,ID,interp,TSS,daily,conc
10/17/2000,1.9,1,ID,interp,TSS,daily,conc
10/18/2000,1.9,1,ID,interp,TSS,daily,conc
10/19/2000,1.9,1,ID,interp,TSS,daily,conc
10/20/2000,1.9,1,ID,interp,TSS,daily,conc
10/21/2000,1.9,1,ID,interp,TSS,daily,conc
10/22/2000,1.9,1,ID,interp,TSS,daily,conc
10/23/2000,1.9,1,ID,interp,TSS,daily,conc
10/24/2000,1.9,1,ID,interp,TSS,daily,conc
10/25/2000,1.9,1,ID,interp,TSS,daily,conc
10/26/2000,1.9,1,ID,interp,TSS,daily,conc
10/27/2000,1.9,1,ID,interp,TSS,daily,conc
10/28/2000,1.9,1,ID,interp,TSS,daily,conc
10/29/2000,1.9,1,ID,interp,TSS,daily,conc
10/30/2000,1.9,1,ID,interp,TSS,daily,conc
10/31/2000,1.9,1,ID,interp,TSS,daily,conc
11/1/2000,1.9,1,ID,interp,TSS,daily,conc
11/2/2000,1.9,1,ID,interp,TSS,daily,conc
11/3/2000,1.9,1,ID,interp,TSS,daily,conc
11/4/2000,1.9,1,ID,interp,TSS,daily,conc
11/5/2000,1.9,1,ID,interp,TSS,daily,conc
11/6/2000,1.9,1,ID,interp,TSS,daily,conc
11/7/2000,1.9,1,ID,interp,TSS,daily,conc
11/8/2000,1.9,1,ID,interp,TSS,daily,conc
11/9/2000,1.9,1,ID,interp,TSS,daily,conc
11/10/2000,1.9,1,ID,interp,TSS,daily,conc
11/11/2000,1.9,1,ID,interp,TSS,daily,conc
11/12/2000,1.9,1,ID,interp,TSS,daily,conc
11/13/2000,1.9,1,ID,interp,TSS,daily,conc
11/14/2000,1.9,1,ID,interp,TSS,daily,conc
11/15/2000,1.9,1,ID,interp,TSS,daily,conc
11/16/2000,0.9,1,ID,interp,TSS,daily,conc
11/17/2000,0.9,1,ID,interp,TSS,daily,conc
11/18/2000,0.9,1,ID,interp,TSS,daily,conc
11/19/2000,0.9,1,ID,interp,TSS,daily,conc
11/20/2000,0.9,1,ID,interp,TSS,daily,conc
11/21/2000,0.9,1,ID,interp,TSS,daily,conc
11/22/2000,0.9,1,ID,interp,TSS,daily,conc
11/23/2000,0.9,1,ID,interp,TSS,daily,conc
11/24/2000,0.9,1,ID,interp,TSS,daily,conc
11/25/2000,0.9,1,ID,interp,TSS,daily,conc
11/26/2000,0.9,1,ID,interp,TSS,daily,conc
11/27/2000,0.9,1,ID,interp,TSS,daily,conc
11/28/2000,0.9,1,ID,interp,TSS,daily,conc
11/29/2000,0.9,1,ID,interp,TSS,daily,conc
11/30/2000,0.9,1,ID,interp,TSS,daily,conc
12/1/2000,0.9,1,ID,interp,TSS,daily,conc
12/2/2000,0.9,1,ID,interp,TSS,daily,conc
12/3/2000,0.9,1,ID,interp,TSS,daily,conc
12/4/2000,0.9,1,ID,interp,TSS,daily,conc
12/5/2000,0.9,1,ID,interp,TSS,daily,conc
12/6/2000,0.9,1,ID,interp,TSS,daily,conc
12/7/2000,0.9,1,ID,interp,TSS,daily,conc
12/8/2000,0.9,1,ID,interp,TSS,daily,conc
12/9/2000,0.9,1,ID,interp,TSS,daily,conc
12/10/2000,0.9,1,ID,interp,TSS,daily,conc
12/11/2000,0.9,1,ID,interp,TSS,daily,conc
12/12/2000,0.9,1,ID,interp,TSS,daily,conc
12/13/2000,0.9,1,ID,interp,TSS,daily,conc
12/14/2000,4.4,1,ID,interp,TSS,daily,conc
12/15/2000,4.4,1,ID,interp,TSS,daily,conc
12/16/2000,4.4,1,ID,interp,TSS,daily,conc
12/17/2000,4.4,1,ID,interp,TSS,daily,conc
12/18/2000,4.4,1,ID,interp,TSS,daily,conc
12/19/2000,4.4,1,ID,interp,TSS,daily,conc
12/20/2000,4.4,1,ID,interp,TSS,daily,conc
12/21/2000,4.4,1,ID,interp,TSS,daily,conc
12/22/2000,4.4,1,ID,interp,TSS,daily,conc
12/23/2000,4.4,1,ID,interp,TSS,daily,conc
12/24/2000,4.4,1,ID,interp,TSS,daily,conc
12/25/2000,4.4,1,ID,interp,TSS,daily,conc
12/26/2000,4.4,1,ID,interp,TSS,daily,conc
12/27/2000,4.4,1,ID,interp,TSS,daily,conc
12/28/2000,4.4,1,ID,interp,TSS,daily,conc
12/29/2000,4.4,1,ID,interp,TSS,daily,conc
12/30/2000,4.4,1,ID,interp,TSS,daily,conc
12/31/2000,4.4,1,ID,interp,TSS,daily,conc
1/1/2001,4.4,1,ID,interp,TSS,daily,conc
1/2/2001,4.4,1,ID,interp,TSS,daily,conc
1/3/2001,4.4,1,ID,interp,TSS,daily,conc
1/4/2001,4.4,1,ID,interp,TSS,daily,conc
1/5/2001,4.4,1,ID,interp,TSS,daily,conc
1/6/2001,4.4,1,ID,interp,TSS,daily,conc
1/7/2001,4.4,1,ID,interp,TSS,daily,conc
1/8/2001,4.4,1,ID,interp,TSS,daily,conc
1/9/2001,4.4,1,ID,interp,TSS,daily,conc
1/10/2001,1,1,ID,interp,TSS,daily,conc
1/11/2001,1,1,ID,interp,TSS,daily,conc
1/12/2001,1,1,ID,interp,TSS,daily,conc
1/13/2001,1,1,ID,interp,TSS,daily,conc
1/14/2001,1,1,ID,interp,TSS,daily,conc
1/15/2001,1,1,ID,interp,TSS,daily,conc
1/16/2001,1,1,ID,interp,TSS,daily,conc
1/17/2001,1,1,ID,interp,TSS,daily,conc
1/18/2001,1,1,ID,interp,TSS,daily,conc
1/19/2001,1,1,ID,interp,TSS,daily,conc
1/20/2001,1,1,ID,interp,TSS,daily,conc
1/21/2001,1,1,ID,interp,TSS,daily,conc
1/22/2001,1,1,ID,interp,TSS,daily,conc
1/23/2001,1,1,ID,interp,TSS,daily,conc
1/24/2001,1,1,ID,interp,TSS,daily,conc
1/25/2001,1,1,ID,interp,TSS,daily,conc
1/26/2001,1,1,ID,interp,TSS,daily,conc
1/27/2001,1,1,ID,interp,TSS,daily,conc
1/28/2001,1,1,ID,interp,TSS,daily,conc
1/29/2001,1,1,ID,interp,TSS,daily,conc
1/30/2001,1,1,ID,interp,TSS,daily,conc
1/31/2001,1,1,ID,interp,TSS,daily,conc
2/1/2001,1,1,ID,interp,TSS,daily,conc
2/2/2001,1,1,ID,interp,TSS,daily,conc
2/3/2001,1,1,ID,interp,TSS,daily,conc
2/4/2001,1,1,ID,interp,TSS,daily,conc
2/5/2001,1,1,ID,interp,TSS,daily,conc
2/6/2001,1,1,ID,interp,TSS,daily,conc
2/7/2001,1,1,ID,interp,TSS,daily,conc
2/8/2001,1,1,ID,interp,TSS,daily,conc
2/9/2001,1,1,ID,interp,TSS,daily,conc
2/10/2001,1,1,ID,interp,TSS,daily,conc
2/11/2001,1,1,ID,interp,TSS,daily,conc
2/12/2001,1,1,ID,interp,TSS,daily,conc
2/13/2001,1.6,1,ID,interp,TSS,daily,conc
2/14/2001,1.6,1,ID,interp,TSS,daily,conc
2/15/2001,1.6,1,ID,interp,TSS,daily,conc
2/16/2001,1.6,1,ID,interp,TSS,daily,conc
2/17/2001,1.6,1,ID,interp,TSS,daily,conc
2/18/2001,1.6,1,ID,interp,TSS,daily,conc
2/19/2001,1.6,1,ID,interp,TSS,daily,conc
2/20/2001,1.6,1,ID,interp,TSS,daily,conc
2/21/2001,1.6,1,ID,interp,TSS,daily,conc
2/22/2001,1.6,1,ID,interp,TSS,daily,conc
2/23/2001,1.6,1,ID,interp,TSS,daily,conc
2/24/2001,1.6,1,ID,interp,TSS,daily,conc
2/25/2001,1.6,1,ID,interp,TSS,daily,conc
2/26/2001,1.6,1,ID,interp,TSS,daily,conc
2/27/2001,1.6,1,ID,interp,TSS,daily,conc
2/28/2001,1.6,1,ID,interp,TSS,daily,conc
3/1/2001,1.6,1,ID,interp,TSS,daily,conc
3/2/2001,1.6,1,ID,interp,TSS,daily,conc
3/3/2001,1.6,1,ID,interp,TSS,daily,conc
3/4/2001,1.6,1,ID,interp,TSS,daily,conc
3/5/2001,1.6,1,ID,interp,TSS,daily,conc
3/6/2001,1.6,1,ID,interp,TSS,daily,conc
3/7/2001,1.6,1,ID,interp,TSS,daily,conc
3/8/2001,1.6,1,ID,interp,TSS,daily,conc
3/9/2001,1.6,1,ID,interp,TSS,daily,conc
3/10/2001,1.6,1,ID,interp,TSS,daily,conc
3/11/2001,1.6,1,ID,interp,TSS,daily,conc
3/12/2001,1.6,1,ID,interp,TSS,daily,conc
3/13/2001,3.6,1,ID,interp,TSS,daily,conc
3/14/2001,3.6,1,ID,interp,TSS,daily,conc
3/15/2001,3.6,1,ID,interp,TSS,daily,conc
3/16/2001,3.6,1,ID,interp,TSS,daily,conc
3/17/2001,3.6,1,ID,interp,TSS,daily,conc
3/18/2001,3.6,1,ID,interp,TSS,daily,conc
3/19/2001,3.6,1,ID,interp,TSS,daily,conc
3/20/2001,3.6,1,ID,interp,TSS,daily,conc
3/21/2001,3.6,1,ID,interp,TSS,daily,conc
3/22/2001,3.6,1,ID,interp,TSS,daily,conc
3/23/2001,3.6,1,ID,interp,TSS,daily,conc
3/24/2001,3.6,1,ID,interp,TSS,daily,conc
3/25/2001,3.6,1,ID,interp,TSS,daily,conc
3/26/2001,3.6,1,ID,interp,TSS,daily,conc
3/27/2001,3.6,1,ID,interp,TSS,daily,conc
3/28/2001,3.6,1,ID,interp,TSS,daily,conc
3/29/2001,3.6,1,ID,interp,TSS,daily,conc
3/30/2001,3.6,1,ID,interp,TSS,daily,conc
3/31/2001,3.6,1,ID,interp,TSS,daily,conc
4/1/2001,3.6,1,ID,interp,TSS,daily,conc
4/2/2001,3.6,1,ID,interp,TSS,daily,conc
4/3/2001,3.6,1,ID,interp,TSS,daily,conc
4/4/2001,3.6,1,ID,interp,TSS,daily,conc
4/5/2001,3.6,1,ID,interp,TSS,daily,conc
4/6/2001,3.6,1,ID,interp,TSS,daily,conc
4/7/2001,1.1,1,ID,interp,TSS,daily,conc
4/8/2001,1.1,1,ID,interp,TSS,daily,conc
4/9/2001,1.1,1,ID,interp,TSS,daily,conc
4/10/2001,1.1,1,ID,interp,TSS,daily,conc
4/11/2001,1.1,1,ID,interp,TSS,daily,conc
4/12/2001,1.1,1,ID,interp,TSS,daily,conc
4/13/2001,1.1,1,ID,interp,TSS,daily,conc
4/14/2001,1.1,1,ID,interp,TSS,daily,conc
4/15/2001,1.1,1,ID,interp,TSS,daily,conc
4/16/2001,1.1,1,ID,interp,TSS,daily,conc
4/17/2001,1.1,1,ID,interp,TSS,daily,conc
4/18/2001,1.1,1,ID,interp,TSS,daily,conc
4/19/2001,1.1,1,ID,interp,TSS,daily,conc
4/20/2001,1.1,1,ID,interp,TSS,daily,conc
4/21/2001,1.1,1,ID,interp,TSS,daily,conc
4/22/2001,1.1,1,ID,interp,TSS,daily,conc
4/23/2001,1.1,1,ID,interp,TSS,daily,conc
4/24/2001,1.1,1,ID,interp,TSS,daily,conc
4/25/2001,1.1,1,ID,interp,TSS,daily,conc
4/26/2001,1.1,1,ID,interp,TSS,daily,conc
4/27/2001,1.1,1,ID,interp,TSS,daily,conc
4/28/2001,1.1,1,ID,interp,TSS,daily,conc
4/29/2001,1.1,1,ID,interp,TSS,daily,conc
4/30/2001,1.1,1,ID,interp,TSS,daily,conc
5/1/2001,1.1,1,ID,interp,TSS,daily,conc
5/2/2001,1.1,1,ID,interp,TSS,daily,conc
5/3/2001,1.1,1,ID,interp,TSS,daily,conc
5/4/2001,1.1,1,ID,interp,TSS,daily,conc
5/5/2001,1.1,1,ID,interp,TSS,daily,conc
5/6/2001,1.1,1,ID,interp,TSS,daily,conc
5/7/2001,1.1,1,ID,interp,TSS,daily,conc
5/8/2001,1.1,1,ID,interp,TSS,daily,conc
5/9/2001,1.1,1,ID,interp,TSS,daily,conc
5/10/2001,1.1,1,ID,interp,TSS,daily,conc
5/11/2001,1.1,1,ID,interp,TSS,daily,conc
5/12/2001,1.1,1,ID,interp,TSS,daily,conc
5/13/2001,1.7,1,ID,interp,TSS,daily,conc
5/14/2001,1.7,1,ID,interp,TSS,daily,conc
5/15/2001,1.7,1,ID,interp,TSS,daily,conc
5/16/2001,1.7,1,ID,interp,TSS,daily,conc
5/17/2001,1.7,1,ID,interp,TSS,daily,conc
5/18/2001,1.7,1,ID,interp,TSS,daily,conc
5/19/2001,1.7,1,ID,interp,TSS,daily,conc
5/20/2001,1.7,1,ID,interp,TSS,daily,conc
5/21/2001,1.7,1,ID,interp,TSS,daily,conc
5/22/2001,1.7,1,ID,interp,TSS,daily,conc
5/23/2001,1.7,1,ID,interp,TSS,daily,conc
5/24/2001,1.7,1,ID,interp,TSS,daily,conc
5/25/2001,1.7,1,ID,interp,TSS,daily,conc
5/26/2001,1.7,1,ID,interp,TSS,daily,conc
5/27/2001,1.7,1,ID,interp,TSS,daily,conc
5/28/2001,1.7,1,ID,interp,TSS,daily,conc
5/29/2001,1.7,1,ID,interp,TSS,daily,conc
5/30/2001,1.7,1,ID,interp,TSS,daily,conc
5/31/2001,1.7,1,ID,interp,TSS,daily,conc
6/1/2001,1.7,1,ID,interp,TSS,daily,conc
6/2/2001,1.7,1,ID,interp,TSS,daily,conc
6/3/2001,1.7,1,ID,interp,TSS,daily,conc
6/4/2001,1.7,1,ID,interp,TSS,daily,conc
6/5/2001,1.7,1,ID,interp,TSS,daily,conc
6/6/2001,1.7,1,ID,interp,TSS,daily,conc
6/7/2001,1.7,1,ID,interp,TSS,daily,conc
6/8/2001,1.7,1,ID,interp,TSS,daily,conc
6/9/2001,1.7,1,ID,interp,TSS,daily,conc
6/10/2001,1.7,1,ID,interp,TSS,daily,conc
6/11/2001,1.7,1,ID,interp,TSS,daily,conc
6/12/2001,1.7,1,ID,interp,TSS,daily,conc
6/13/2001,1.7,1,ID,interp,TSS,daily,conc
6/14/2001,1.7,1,ID,interp,TSS,daily,conc
6/15/2001,1.7,1,ID,interp,TSS,daily,conc
6/16/2001,1.7,1,ID,interp,TSS,daily,conc
6/17/2001,1.7,1,ID,interp,TSS,daily,conc
6/18/2001,3.5,1,ID,interp,TSS,daily,conc
6/19/2001,3.5,1,ID,interp,TSS,daily,conc
6/20/2001,3.5,1,ID,interp,TSS,daily,conc
6/21/2001,3.5,1,ID,interp,TSS,daily,conc
6/22/2001,3.5,1,ID,interp,TSS,daily,conc
6/23/2001,3.5,1,ID,interp,TSS,daily,conc
6/24/2001,3.5,1,ID,interp,TSS,daily,conc
6/25/2001,3.5,1,ID,interp,TSS,daily,conc
6/26/2001,3.5,1,ID,interp,TSS,daily,conc
6/27/2001,3.5,1,ID,interp,TSS,daily,conc
6/28/2001,3.5,1,ID,interp,TSS,daily,conc
6/29/2001,3.5,1,ID,interp,TSS,daily,conc
6/30/2001,3.5,1,ID,interp,TSS,daily,conc
7/1/2001,3.5,1,ID,interp,TSS,daily,conc
7/2/2001,3.5,1,ID,interp,TSS,daily,conc
7/3/2001,3.5,1,ID,interp,TSS,daily,conc
7/4/2001,3.5,1,ID,interp,TSS,daily,conc
7/5/2001,3.5,1,ID,interp,TSS,daily,conc
7/6/2001,1.6,1,ID,interp,TSS,daily,conc
7/7/2001,1.6,1,ID,interp,TSS,daily,conc
7/8/2001,1.6,1,ID,interp,TSS,daily,conc
7/9/2001,1.6,1,ID,interp,TSS,daily,conc
7/10/2001,1.6,1,ID,interp,TSS,daily,conc
7/11/2001,1.6,1,ID,interp,TSS,daily,conc
7/12/2001,1.6,1,ID,interp,TSS,daily,conc
7/13/2001,1.6,1,ID,interp,TSS,daily,conc
7/14/2001,1.6,1,ID,interp,TSS,daily,conc
7/15/2001,1.6,1,ID,interp,TSS,daily,conc
7/16/2001,1.6,1,ID,interp,TSS,daily,conc
7/17/2001,1.6,1,ID,interp,TSS,daily,conc
7/18/2001,1.6,1,ID,interp,TSS,daily,conc
7/19/2001,1.6,1,ID,interp,TSS,daily,conc
7/20/2001,1.6,1,ID,interp,TSS,daily,conc
7/21/2001,1.6,1,ID,interp,TSS,daily,conc
7/22/2001,1.6,1,ID,interp,TSS,daily,conc
7/23/2001,1.6,1,ID,interp,TSS,daily,conc
7/24/2001,1.6,1,ID,interp,TSS,daily,conc
7/25/2001,1.6,1,ID,interp,TSS,daily,conc
7/26/2001,1.6,1,ID,interp,TSS,daily,conc
7/27/2001,1.6,1,ID,interp,TSS,daily,conc
7/28/2001,1.6,1,ID,interp,TSS,daily,conc
7/29/2001,1.6,1,ID,interp,TSS,daily,conc
7/30/2001,1.6,1,ID,interp,TSS,daily,conc
7/31/2001,1.6,1,ID,interp,TSS,daily,conc
8/1/2001,1.6,1,ID,interp,TSS,daily,conc
8/2/2001,1.6,1,ID,interp,TSS,daily,conc
8/3/2001,1.6,1,ID,interp,TSS,daily,conc
8/4/2001,1.6,1,ID,interp,TSS,daily,conc
8/5/2001,1.6,1,ID,interp,TSS,daily,conc
8/6/2001,2.2,1,ID,interp,TSS,daily,conc
8/7/2001,2.2,1,ID,interp,TSS,daily,conc
8/8/2001,2.2,1,ID,interp,TSS,daily,conc
8/9/2001,2.2,1,ID,interp,TSS,daily,conc
8/10/2001,2.2,1,ID,interp,TSS,daily,conc
8/11/2001,2.2,1,ID,interp,TSS,daily,conc
8/12/2001,2.2,1,ID,interp,TSS,daily,conc
8/13/2001,2.2,1,ID,interp,TSS,daily,conc
8/14/2001,2.2,1,ID,interp,TSS,daily,conc
8/15/2001,2.2,1,ID,interp,TSS,daily,conc
8/16/2001,2.2,1,ID,interp,TSS,daily,conc
8/17/2001,2.2,1,ID,interp,TSS,daily,conc
8/18/2001,2.2,1,ID,interp,TSS,daily,conc
8/19/2001,2.2,1,ID,interp,TSS,daily,conc
8/20/2001,2.2,1,ID,interp,TSS,daily,conc
8/21/2001,2.2,1,ID,interp,TSS,daily,conc
8/22/2001,2.2,1,ID,interp,TSS,daily,conc
8/23/2001,2.2,1,ID,interp,TSS,daily,conc
8/24/2001,2.2,1,ID,interp,TSS,daily,conc
8/25/2001,2.2,1,ID,interp,TSS,daily,conc
8/26/2001,2.2,1,ID,interp,TSS,daily,conc
8/27/2001,2.2,1,ID,interp,TSS,daily,conc
8/28/2001,2.2,1,ID,interp,TSS,daily,conc
8/29/2001,2.2,1,ID,interp,TSS,daily,conc
8/30/2001,2.2,1,ID,interp,TSS,daily,conc
8/31/2001,2.2,1,ID,interp,TSS,daily,conc
9/1/2001,2.2,1,ID,interp,TSS,daily,conc
9/2/2001,2.2,1,ID,interp,TSS,daily,conc
9/3/2001,2.2,1,ID,interp,TSS,daily,conc
9/4/2001,2.2,1,ID,interp,TSS,daily,conc
9/5/2001,2.2,1,ID,interp,TSS,daily,conc
9/6/2001,2.2,1,ID,interp,TSS,daily,conc
9/7/2001,2.2,1,ID,interp,TSS,daily,conc
9/8/2001,2.2,1,ID,interp,TSS,daily,conc
9/9/2001,2.2,1,ID,interp,TSS,daily,conc
9/10/2001,2.2,1,ID,interp,TSS,daily,conc
9/11/2001,2.2,1,ID,interp,TSS,daily,conc
9/12/2001,2.2,1,ID,interp,TSS,daily,conc
9/13/2001,1.9,1,ID,interp,TSS,daily,conc
9/14/2001,1.9,1,ID,interp,TSS,daily,conc
9/15/2001,1.9,1,ID,interp,TSS,daily,conc
9/16/2001,1.9,1,ID,interp,TSS,daily,conc
9/17/2001,1.9,1,ID,interp,TSS,daily,conc
9/18/2001,1.9,1,ID,interp,TSS,daily,conc
9/19/2001,1.9,1,ID,interp,TSS,daily,conc
9/20/2001,1.9,1,ID,interp,TSS,daily,conc
9/21/2001,1.9,1,ID,interp,TSS,daily,conc
9/22/2001,1.9,1,ID,interp,TSS,daily,conc
9/23/2001,1.9,1,ID,interp,TSS,daily,conc
9/24/2001,1.9,1,ID,interp,TSS,daily,conc
9/25/2001,1.9,1,ID,interp,TSS,daily,conc
9/26/2001,1.9,1,ID,interp,TSS,daily,conc
9/27/2001,1.9,1,ID,interp,TSS,daily,conc
9/28/2001,1.9,1,ID,interp,TSS,daily,conc
9/29/2001,1.9,1,ID,interp,TSS,daily,conc
9/30/2001,1.9,1,ID,interp,TSS,daily,conc
10/1/2001,1.9,1,ID,interp,TSS,daily,conc
10/2/2001,1.9,1,ID,interp,TSS,daily,conc
10/3/2001,1.9,1,ID,interp,TSS,daily,conc
10/4/2001,1.9,1,ID,interp,TSS,daily,conc
10/5/2001,1.9,1,ID,interp,TSS,daily,conc
10/6/2001,1.9,1,ID,interp,TSS,daily,conc
10/7/2001,1.9,1,ID,interp,TSS,daily,conc
10/8/2001,1.9,1,ID,interp,TSS,daily,conc
10/9/2001,1.9,1,ID,interp,TSS,daily,conc
10/10/2001,1.9,1,ID,interp,TSS,daily,conc
10/11/2001,1.9,1,ID,interp,TSS,daily,conc
10/12/2001,1.9,1,ID,interp,TSS,daily,conc
10/13/2001,1.9,1,ID,interp,TSS,daily,conc
10/14/2001,1.9,1,ID,interp,TSS,daily,conc
10/15/2001,1.9,1,ID,interp,TSS,daily,conc
10/16/2001,1.9,1,ID,interp,TSS,daily,conc
10/17/2001,1.9,1,ID,interp,TSS,daily,conc
10/18/2001,1.9,1,ID,interp,TSS,daily,conc
10/19/2001,1.9,1,ID,interp,TSS,daily,conc
10/20/2001,1.9,1,ID,interp,TSS,daily,conc
10/21/2001,1.9,1,ID,interp,TSS,daily,conc
10/22/2001,1.9,1,ID,interp,TSS,daily,conc
10/23/2001,1.9,1,ID,interp,TSS,daily,conc
10/24/2001,1.9,1,ID,interp,TSS,daily,conc
10/25/2001,1.9,1,ID,interp,TSS,daily,conc
10/26/2001,1.9,1,ID,interp,TSS,daily,conc
10/27/2001,1.9,1,ID,interp,TSS,daily,conc
10/28/2001,1.9,1,ID,interp,TSS,daily,conc
10/29/2001,1.9,1,ID,interp,TSS,daily,conc
10/30/2001,1.9,1,ID,interp,TSS,daily,conc
10/31/2001,1.9,1,ID,interp,TSS,daily,conc
11/1/2001,1.9,1,ID,interp,TSS,daily,conc
11/2/2001,1.9,1,ID,interp,TSS,daily,conc
11/3/2001,1.9,1,ID,interp,TSS,daily,conc
11/4/2001,1.9,1,ID,interp,TSS,daily,conc
11/5/2001,1.9,1,ID,interp,TSS,daily,conc
11/6/2001,1.9,1,ID,interp,TSS,daily,conc
11/7/2001,1.9,1,ID,interp,TSS,daily,conc
11/8/2001,1.9,1,ID,interp,TSS,daily,conc
11/9/2001,1.9,1,ID,interp,TSS,daily,conc
11/10/2001,1.9,1,ID,interp,TSS,daily,conc
11/11/2001,1.9,1,ID,interp,TSS,daily,conc
11/12/2001,1.9,1,ID,interp,TSS,daily,conc
11/13/2001,1.7,1,ID,interp,TSS,daily,conc
11/14/2001,1.7,1,ID,interp,TSS,daily,conc
11/15/2001,1.7,1,ID,interp,TSS,daily,conc
11/16/2001,1.7,1,ID,interp,TSS,daily,conc
11/17/2001,1.7,1,ID,interp,TSS,daily,conc
11/18/2001,1.7,1,ID,interp,TSS,daily,conc
11/19/2001,1.7,1,ID,interp,TSS,daily,conc
11/20/2001,1.7,1,ID,interp,TSS,daily,conc
11/21/2001,1.7,1,ID,interp,TSS,daily,conc
11/22/2001,1.7,1,ID,interp,TSS,daily,conc
11/23/2001,1.7,1,ID,interp,TSS,daily,conc
11/24/2001,1.7,1,ID,interp,TSS,daily,conc
11/25/2001,1.7,1,ID,interp,TSS,daily,conc
11/26/2001,1.7,1,ID,interp,TSS,daily,conc
11/27/2001,1.7,1,ID,interp,TSS,daily,conc
11/28/2001,1.7,1,ID,interp,TSS,daily,conc
11/29/2001,1.7,1,ID,interp,TSS,daily,conc
11/30/2001,1.7,1,ID,interp,TSS,daily,conc
12/1/2001,1.7,1,ID,interp,TSS,daily,conc
12/2/2001,1.7,1,ID,interp,TSS,daily,conc
12/3/2001,1.7,1,ID,interp,TSS,daily,conc
12/4/2001,1.7,1,ID,interp,TSS,daily,conc
12/5/2001,1.7,1,ID,interp,TSS,daily,conc
12/6/2001,1.7,1,ID,interp,TSS,daily,conc
12/7/2001,1.7,1,ID,interp,TSS,daily,conc
12/8/2001,1.7,1,ID,interp,TSS,daily,conc
12/9/2001,1.7,1,ID,interp,TSS,daily,conc
12/10/2001,1.7,1,ID,interp,TSS,daily,conc
12/11/2001,1.7,1,ID,interp,TSS,daily,conc
12/12/2001,2.2,1,ID,interp,TSS,daily,conc
12/13/2001,2.2,1,ID,interp,TSS,daily,conc
12/14/2001,2.2,1,ID,interp,TSS,daily,conc
12/15/2001,2.2,1,ID,interp,TSS,daily,conc
12/16/2001,2.2,1,ID,interp,TSS,daily,conc
12/17/2001,2.2,1,ID,interp,TSS,daily,conc
12/18/2001,2.2,1,ID,interp,TSS,daily,conc
12/19/2001,2.2,1,ID,interp,TSS,daily,conc
12/20/2001,2.2,1,ID,interp,TSS,daily,conc
12/21/2001,2.2,1,ID,interp,TSS,daily,conc
12/22/2001,2.2,1,ID,interp,TSS,daily,conc
12/23/2001,2.2,1,ID,interp,TSS,daily,conc
12/24/2001,2.2,1,ID,interp,TSS,daily,conc
